n,running_fraction_heads
113,0.50442477876106195
114,0.50877192982456143
115,0.5130434782608696
116,0.51724137931034486
117,0.51282051282051277
118,0.51694915254237284
119,0.51260504201680668
120,0.5083333333333333
121,0.51239669421487599
122,0.50819672131147542
123,0.51219512195121952
124,0.50806451612903225
125,0.51200000000000001
126,0.51587301587301593
127,0.51181102362204722
128,0.5078125
129,0.51162790697674421
130,0.51538461538461533
131,0.51145038167938928
132,0.50757575757575757
133,0.50375939849624063
134,0.5
135,0.50370370370370365
136,0.50735294117647056
137,0.5036496350364964
138,0.5
139,0.50359712230215825
140,0.5
141,0.50354609929078009
142,0.5
143,0.49650349650349651
144,0.5
145,0.50344827586206897
146,0.5
147,0.50340136054421769
148,0.5067567567567568
149,0.51006711409395977
150,0.50666666666666671
151,0.50993377483443714
152,0.50657894736842102
153,0.50326797385620914
154,0.5
155,0.50322580645161286
156,0.5
157,0.50318471337579618
158,0.5
159,0.50314465408805031
160,0.5
161,0.50310559006211175
162,0.5
163,0.49693251533742333
164,0.5
165,0.49696969696969695
166,0.5
167,0.50299401197604787
168,0.5
169,0.49704142011834318
170,0.49411764705882355
171,0.49707602339181284
172,0.4941860465116279
173,0.4913294797687861
174,0.4942528735632184
175,0.49714285714285716
176,0.5
177,0.49717514124293788
178,0.5
179,0.4972067039106145
180,0.5
181,0.49723756906077349
182,0.5
183,0.49726775956284153
184,0.49456521739130432
185,0.49189189189189192
186,0.489247311827957
187,0.49197860962566847
188,0.49468085106382981
189,0.49206349206349204
190,0.48947368421052634
191,0.49214659685863876
192,0.48958333333333331
193,0.48704663212435234
194,0.4845360824742268
195,0.48205128205128206
196,0.47959183673469385
197,0.47715736040609136
198,0.47474747474747475
199,0.47236180904522612
200,0.46999999999999997
201,0.46766169154228854
202,0.47029702970297027
203,0.47290640394088668
204,0.47058823529411764
205,0.4682926829268293
206,0.470873786407767
207,0.47342995169082125
208,0.47115384615384615
209,0.46889952153110048
210,0.46666666666666667
211,0.46919431279620855
212,0.46698113207547171
213,0.46478873239436619
214,0.46728971962616822
215,0.4697674418604651
216,0.47222222222222221
217,0.47004608294930877
218,0.46788990825688076
219,0.46575342465753422
220,0.4681818181818182
221,0.47058823529411764
222,0.46846846846846846
223,0.46636771300448432
224,0.4642857142857143
225,0.4622222222222222
226,0.46460176991150443
227,0.46255506607929514
228,0.46491228070175439
229,0.46288209606986902
230,0.46086956521739131
231,0.46320346320346323
232,0.46120689655172414
233,0.45922746781115881
234,0.45726495726495725
235,0.4553191489361702
236,0.4576271186440678
237,0.45991561181434598
238,0.46218487394957986
239,0.46025104602510458
240,0.46250000000000002
241,0.46058091286307051
242,0.45867768595041325
243,0.4567901234567901
244,0.45901639344262296
245,0.45714285714285713
246,0.45528455284552843
247,0.45748987854251011
248,0.45967741935483869
249,0.46184738955823296
250,0.46000000000000002
251,0.46215139442231074
252,0.4642857142857143
253,0.466403162055336
254,0.46456692913385828
255,0.46666666666666667
256,0.46484375
257,0.46303501945525294
258,0.46124031007751937
259,0.46332046332046334
260,0.4653846153846154
261,0.46360153256704983
262,0.46183206106870228
263,0.46387832699619774
264,0.4621212121212121
265,0.46037735849056605
266,0.46240601503759399
267,0.4606741573033708
268,0.45895522388059701
269,0.45724907063197023
270,0.45555555555555555
271,0.45756457564575648
272,0.45955882352941174
273,0.45787545787545786
274,0.45985401459854014
275,0.46181818181818179
276,0.46376811594202899
277,0.46570397111913359
278,0.46402877697841727
279,0.46594982078853048
280,0.4642857142857143
281,0.46619217081850534
282,0.46808510638297873
283,0.46996466431095407
284,0.46830985915492956
285,0.46666666666666667
286,0.46503496503496505
287,0.46689895470383275
288,0.46527777777777779
289,0.4671280276816609
290,0.4689655172413793
291,0.46735395189003437
292,0.46917808219178081
293,0.46757679180887374
294,0.46938775510204084
295,0.46779661016949153
296,0.46621621621621623
297,0.46801346801346799
298,0.46979865771812079
299,0.47157190635451507
300,0.46999999999999997
301,0.46843853820598008
302,0.47019867549668876
303,0.47194719471947194
304,0.47039473684210525
305,0.46885245901639344
306,0.47058823529411764
307,0.46905537459283386
308,0.46753246753246752
309,0.46925566343042069
310,0.47096774193548385
311,0.46945337620578781
312,0.47115384615384615
313,0.46964856230031948
314,0.4713375796178344
315,0.46984126984126984
316,0.46835443037974683
317,0.46687697160883279
318,0.46540880503144655
319,0.4670846394984326
320,0.46562500000000001
321,0.46417445482866043
322,0.46273291925465837
323,0.46439628482972134
324,0.4660493827160494
325,0.4646153846153846
326,0.46319018404907975
327,0.46483180428134557
328,0.46646341463414637
329,0.46808510638297873
330,0.46666666666666667
331,0.46525679758308158
332,0.46686746987951805
333,0.46546546546546547
334,0.46706586826347307
335,0.46865671641791046
336,0.47023809523809523
337,0.47181008902077154
338,0.47041420118343197
339,0.471976401179941
340,0.47058823529411764
341,0.46920821114369504
342,0.46783625730994149
343,0.46647230320699706
344,0.46802325581395349
345,0.46666666666666667
346,0.46531791907514453
347,0.4668587896253602
348,0.46839080459770116
349,0.46704871060171921
350,0.46857142857142858
351,0.46723646723646722
352,0.46875
353,0.46742209631728043
354,0.46610169491525422
355,0.46478873239436619
356,0.46629213483146065
357,0.46778711484593838
358,0.46927374301675978
359,0.46796657381615597
360,0.46666666666666667
361,0.46814404432132967
362,0.46685082872928174
363,0.465564738292011
364,0.46703296703296704
365,0.46849315068493153
366,0.46994535519125685
367,0.47138964577656678
368,0.47010869565217389
369,0.47154471544715448
370,0.4702702702702703
371,0.46900269541778977
372,0.47043010752688175
373,0.46916890080428952
374,0.47058823529411764
375,0.47199999999999998
376,0.47340425531914893
377,0.47214854111405835
378,0.47089947089947087
379,0.46965699208443273
380,0.46842105263157896
381,0.46719160104986879
382,0.46596858638743455
383,0.46475195822454307
384,0.46614583333333331
385,0.46753246753246752
386,0.46632124352331605
387,0.46511627906976744
388,0.46391752577319589
389,0.4652956298200514
390,0.46666666666666667
391,0.46547314578005117
392,0.46683673469387754
393,0.4681933842239186
394,0.46700507614213199
395,0.46835443037974683
396,0.46969696969696972
397,0.46851385390428213
398,0.46984924623115576
399,0.47117794486215536
400,0.47249999999999998
401,0.47381546134663344
402,0.47263681592039802
403,0.47394540942928037
404,0.47524752475247523
405,0.47407407407407409
406,0.47290640394088668
407,0.47420147420147418
408,0.47303921568627449
409,0.47432762836185821
410,0.47560975609756095
411,0.47445255474452552
412,0.47330097087378642
413,0.47457627118644069
414,0.47584541062801933
415,0.47710843373493977
416,0.47596153846153844
417,0.47482014388489208
418,0.47368421052631576
419,0.47255369928400953
420,0.47142857142857142
421,0.47030878859857483
422,0.46919431279620855
423,0.46808510638297873
424,0.46933962264150941
425,0.47058823529411764
426,0.46948356807511737
427,0.46838407494145201
428,0.46728971962616822
429,0.46853146853146854
430,0.46744186046511627
431,0.46635730858468677
432,0.46759259259259262
433,0.46651270207852191
434,0.46774193548387094
435,0.4689655172413793
436,0.46788990825688076
437,0.46910755148741418
438,0.47031963470319632
439,0.47152619589977218
440,0.47272727272727272
441,0.47165532879818595
442,0.47058823529411764
443,0.46952595936794583
444,0.47072072072072074
445,0.47191011235955055
446,0.47085201793721976
447,0.46979865771812079
448,0.46875
449,0.46770601336302897
450,0.46888888888888891
451,0.46784922394678491
452,0.4668141592920354
453,0.46799116997792495
454,0.46696035242290751
455,0.46813186813186813
456,0.4692982456140351
457,0.47045951859956237
458,0.47161572052401746
459,0.47058823529411764
460,0.46956521739130436
461,0.46854663774403471
462,0.46753246753246752
463,0.46652267818574517
464,0.46551724137931033
465,0.46451612903225808
466,0.46566523605150212
467,0.46466809421841543
468,0.46367521367521369
469,0.46481876332622601
470,0.46595744680851064
471,0.46496815286624205
472,0.46610169491525422
473,0.46511627906976744
474,0.46413502109704641
475,0.46526315789473682
476,0.46638655462184875
477,0.46750524109014674
478,0.46861924686192469
479,0.46972860125260962
480,0.46875
481,0.4677754677754678
482,0.46887966804979253
483,0.46790890269151136
484,0.46694214876033058
485,0.46597938144329898
486,0.46707818930041151
487,0.46611909650924027
488,0.46721311475409838
489,0.46625766871165641
490,0.46530612244897956
491,0.4663951120162933
492,0.46544715447154472
493,0.46450304259634889
494,0.46558704453441296
495,0.46464646464646464
496,0.46370967741935482
497,0.46277665995975853
498,0.46385542168674698
499,0.4649298597194389
500,0.46600000000000003
501,0.46706586826347307
502,0.46613545816733065
503,0.46520874751491054
504,0.4642857142857143
505,0.46534653465346537
506,0.466403162055336
507,0.46548323471400394
508,0.46653543307086615
509,0.46561886051080548
510,0.46666666666666667
511,0.46575342465753422
512,0.466796875
513,0.46783625730994149
514,0.4688715953307393
515,0.46990291262135925
516,0.47093023255813954
517,0.47001934235976789
518,0.46911196911196912
519,0.47013487475915222
520,0.47115384615384615
521,0.47024952015355087
522,0.46934865900383144
523,0.47036328871892924
524,0.46946564885496184
525,0.46857142857142858
526,0.46768060836501901
527,0.46869070208728653
528,0.46780303030303028
529,0.46880907372400754
530,0.46981132075471699
531,0.47080979284369112
532,0.4718045112781955
533,0.47091932457786118
534,0.47191011235955055
535,0.47102803738317756
536,0.47014925373134331
537,0.46927374301675978
538,0.46840148698884759
539,0.46753246753246752
540,0.46666666666666667
541,0.46580406654343809
542,0.46678966789667897
543,0.4677716390423573
544,0.46691176470588236
545,0.46788990825688076
546,0.46886446886446886
547,0.46983546617915906
548,0.46897810218978103
549,0.4681238615664845
550,0.46727272727272728
551,0.46823956442831216
552,0.46920289855072461
553,0.47016274864376129
554,0.46931407942238268
555,0.46846846846846846
556,0.4694244604316547
557,0.46858168761220825
558,0.46774193548387094
559,0.4669051878354204
560,0.46607142857142858
561,0.46702317290552586
562,0.46619217081850534
563,0.46714031971580816
564,0.46808510638297873
565,0.46902654867256638
566,0.46819787985865724
567,0.46737213403880068
568,0.46830985915492956
569,0.46924428822495606
570,0.46842105263157896
571,0.46760070052539404
572,0.46853146853146854
573,0.46771378708551481
574,0.46689895470383275
575,0.46608695652173915
576,0.4670138888888889
577,0.46620450606585789
578,0.4671280276816609
579,0.46632124352331605
580,0.46551724137931033
581,0.46643717728055079
582,0.46735395189003437
583,0.46655231560891941
584,0.46746575342465752
585,0.46837606837606838
586,0.46928327645051193
587,0.4684838160136286
588,0.46938775510204084
589,0.47028862478777589
590,0.47118644067796611
591,0.47038917089678511
592,0.47128378378378377
593,0.47048903878583476
594,0.46969696969696972
595,0.46890756302521008
596,0.46979865771812079
597,0.46901172529313234
598,0.46989966555183948
599,0.46911519198664442
600,0.46999999999999997
601,0.46921797004991683
602,0.46843853820598008
603,0.46932006633499168
604,0.47019867549668876
605,0.47107438016528924
606,0.47194719471947194
607,0.47116968698517298
608,0.47203947368421051
609,0.47126436781609193
610,0.4704918032786885
611,0.47135842880523732
612,0.47058823529411764
613,0.46982055464926592
614,0.46905537459283386
615,0.4682926829268293
616,0.46915584415584416
617,0.47001620745542949
618,0.46925566343042069
619,0.46849757673667203
620,0.46935483870967742
621,0.46859903381642515
622,0.46784565916398713
623,0.46709470304975925
624,0.46794871794871795
625,0.4672
626,0.46805111821086259
627,0.46730462519936206
628,0.46656050955414013
629,0.46581875993640698
630,0.46507936507936509
631,0.46592709984152142
632,0.4651898734177215
633,0.46603475513428122
634,0.46529968454258674
635,0.46456692913385828
636,0.46540880503144655
637,0.46467817896389324
638,0.46394984326018807
639,0.46322378716744916
640,0.46250000000000002
641,0.46177847113884557
642,0.46261682242990654
643,0.46345256609642299
644,0.46273291925465837
645,0.46201550387596901
646,0.46130030959752322
647,0.46213292117465227
648,0.46296296296296297
649,0.46379044684129428
650,0.46307692307692305
651,0.46236559139784944
652,0.46319018404907975
653,0.46401225114854516
654,0.46330275229357798
655,0.46259541984732827
656,0.46189024390243905
657,0.46118721461187212
658,0.46200607902735563
659,0.46282245827010621
660,0.46363636363636362
661,0.46444780635400906
662,0.46525679758308158
663,0.46455505279034692
664,0.46385542168674698
665,0.4631578947368421
666,0.46396396396396394
667,0.46326836581709147
668,0.46407185628742514
669,0.46487294469357249
670,0.46567164179104475
671,0.46497764530551416
672,0.4642857142857143
673,0.46508172362555722
674,0.46587537091988129
675,0.46666666666666667
676,0.46745562130177515
677,0.46824224519940916
678,0.46755162241887904
679,0.46686303387334316
680,0.4661764705882353
681,0.46696035242290751
682,0.46774193548387094
683,0.46852122986822842
684,0.4692982456140351
685,0.47007299270072994
686,0.46938775510204084
687,0.46870451237263466
688,0.46802325581395349
689,0.46879535558780844
690,0.46811594202898549
691,0.46888567293777134
692,0.46965317919075145
693,0.46897546897546899
694,0.46974063400576371
695,0.47050359712230216
696,0.47126436781609193
697,0.4720229555236729
698,0.47277936962750716
699,0.47353361945636624
700,0.47285714285714286
701,0.47360912981455067
702,0.47435897435897434
703,0.47368421052631576
704,0.47301136363636365
705,0.47375886524822697
706,0.47308781869688388
707,0.47241867043847241
708,0.47175141242937851
709,0.47249647390691113
710,0.47183098591549294
711,0.47257383966244726
712,0.47331460674157305
713,0.47265077138849931
714,0.4733893557422969
715,0.47272727272727272
716,0.47206703910614523
717,0.47140864714086472
718,0.47214484679665736
719,0.47148817802503479
720,0.47083333333333333
721,0.47156726768377255
722,0.47091412742382271
723,0.47164591977869985
724,0.47099447513812154
725,0.47172413793103446
726,0.47245179063360881
727,0.47317744154057773
728,0.47390109890109888
729,0.47462277091906724
730,0.47534246575342465
731,0.47606019151846785
732,0.47677595628415298
733,0.47748976807639837
734,0.4768392370572207
735,0.47755102040816327
736,0.47690217391304346
737,0.47761194029850745
738,0.47831978319783197
739,0.47767253044654939
740,0.47837837837837838
741,0.47908232118758437
742,0.47843665768194071
743,0.47913862718707939
744,0.47983870967741937
745,0.47919463087248321
746,0.47855227882037532
747,0.47791164658634538
748,0.47727272727272729
749,0.47663551401869159
750,0.47599999999999998
751,0.47669773635153129
752,0.47739361702127658
753,0.47675962815405049
754,0.47612732095490717
755,0.47682119205298013
756,0.47619047619047616
757,0.47556142668428003
758,0.47493403693931396
759,0.4743083003952569
760,0.47368421052631576
761,0.47306176084099871
762,0.47244094488188976
763,0.47313237221494103
764,0.47382198952879578
765,0.47450980392156861
766,0.47389033942558745
767,0.47327249022164275
768,0.47265625
769,0.4720416124837451
770,0.47142857142857142
771,0.47211413748378728
772,0.47279792746113991
773,0.47347994825355755
774,0.47286821705426357
775,0.47354838709677421
776,0.47293814432989689
777,0.47232947232947231
778,0.47172236503856041
779,0.47111681643132219
780,0.47051282051282051
781,0.471190781049936
782,0.47186700767263429
783,0.47254150702426567
784,0.4732142857142857
785,0.47388535031847134
786,0.47328244274809161
787,0.47395171537484115
788,0.4746192893401015
789,0.47528517110266161
790,0.47468354430379744
791,0.47534766118836913
792,0.47601010101010099
793,0.47540983606557374
794,0.47481108312342568
795,0.47547169811320755
796,0.47487437185929648
797,0.47553324968632371
798,0.47493734335839599
799,0.47434292866082606
800,0.47499999999999998
801,0.47440699126092384
802,0.47506234413965087
803,0.47447073474470736
804,0.47388059701492535
805,0.47453416149068323
806,0.47394540942928037
807,0.47335811648079307
808,0.47277227722772275
809,0.47342398022249693
810,0.47283950617283949
811,0.4722564734895191
812,0.47167487684729065
813,0.47232472324723246
814,0.47297297297297297
815,0.47239263803680981
816,0.47303921568627449
817,0.47368421052631576
818,0.47310513447432762
819,0.47252747252747251
820,0.4719512195121951
821,0.47137637028014617
822,0.47080291970802918
823,0.47144592952612396
824,0.470873786407767
825,0.47030303030303028
826,0.46973365617433416
827,0.47037484885126962
828,0.46980676328502413
829,0.46924004825090471
830,0.4686746987951807
831,0.46811070998796628
832,0.46754807692307693
833,0.46698679471788718
834,0.46642685851318944
835,0.46586826347305388
836,0.46650717703349281
837,0.46594982078853048
838,0.46658711217183768
839,0.46603098927294401
840,0.46666666666666667
841,0.46611177170035673
842,0.46555819477434679
843,0.46619217081850534
844,0.46682464454976302
845,0.46627218934911241
846,0.46690307328605202
847,0.46635182998819363
848,0.46698113207547171
849,0.46643109540636041
850,0.46588235294117647
851,0.46650998824911866
852,0.465962441314554
853,0.46541617819460729
854,0.46604215456674475
855,0.4654970760233918
856,0.46612149532710279
857,0.46674445740956827
858,0.46620046620046618
859,0.46682188591385332
860,0.46627906976744188
861,0.46689895470383275
862,0.46751740139211134
863,0.46813441483198148
864,0.46759259259259262
865,0.46820809248554912
866,0.46882217090069284
867,0.46828143021914648
868,0.46889400921658986
869,0.46950517836593786
870,0.4689655172413793
871,0.46957520091848448
872,0.47018348623853212
873,0.47079037800687284
874,0.47025171624713957
875,0.4697142857142857
876,0.47031963470319632
877,0.46978335233751423
878,0.47038724373576307
879,0.46985210466439137
880,0.47045454545454546
881,0.46992054483541429
882,0.46938775510204084
883,0.46998867497168745
884,0.47058823529411764
885,0.47005649717514125
886,0.47065462753950338
887,0.47125140924464487
888,0.47072072072072074
889,0.47131608548931386
890,0.47078651685393258
891,0.4713804713804714
892,0.47197309417040356
893,0.47144456886898095
894,0.470917225950783
895,0.47039106145251397
896,0.47098214285714285
897,0.47045707915273133
898,0.46993318485523383
899,0.46941045606229143
900,0.46999999999999997
901,0.47058823529411764
902,0.47117516629711753
903,0.47176079734219267
904,0.47234513274336282
905,0.47182320441988951
906,0.47130242825607066
907,0.47078280044101434
908,0.47136563876651982
909,0.47084708470847086
910,0.47142857142857142
911,0.47200878155872666
912,0.47258771929824561
913,0.47316538882803943
914,0.47374179431072211
915,0.47431693989071039
916,0.47489082969432317
917,0.47546346782988003
918,0.47603485838779958
919,0.47551686615886835
920,0.47608695652173916
921,0.4766558089033659
922,0.47613882863340562
923,0.47670639219934996
924,0.47619047619047616
925,0.4756756756756757
926,0.47516198704103674
927,0.47572815533980584
928,0.47521551724137934
929,0.4757804090419806
930,0.47634408602150535
931,0.47690655209452204
932,0.47639484978540775
933,0.47588424437299037
934,0.47537473233404709
935,0.4748663101604278
936,0.4754273504273504
937,0.47491995731056563
938,0.47441364605543712
939,0.47497337593184241
940,0.47553191489361701
941,0.47502656748140276
942,0.47558386411889597
943,0.47613997879109227
944,0.47563559322033899
945,0.47619047619047616
946,0.47674418604651164
947,0.47729672650475186
948,0.47784810126582278
949,0.47734457323498419
950,0.4768421052631579
951,0.47634069400630913
952,0.47584033613445376
953,0.47639034627492133
954,0.47589098532494761
955,0.47539267015706804
956,0.47489539748953974
957,0.47439916405433646
958,0.47390396659707723
959,0.47445255474452552
960,0.47395833333333331
961,0.47346514047866806
962,0.47297297297297297
963,0.4735202492211838
964,0.47302904564315351
965,0.47357512953367875
966,0.47412008281573498
967,0.47466390899689764
968,0.47520661157024796
969,0.4757481940144479
970,0.47525773195876286
971,0.47579814624098865
972,0.47633744855967081
973,0.47584789311408016
974,0.47535934291581111
975,0.47487179487179487
976,0.47438524590163933
977,0.47492323439099282
978,0.47546012269938648
979,0.47497446373850866
980,0.47551020408163264
981,0.47604485219164117
982,0.47556008146639511
983,0.47507629704984738
984,0.47459349593495936
985,0.47411167512690355
986,0.47464503042596351
987,0.47517730496453903
988,0.47469635627530365
989,0.47421638018200202
990,0.47373737373737373
991,0.47325933400605447
992,0.47379032258064518
993,0.47432024169184289
994,0.4738430583501006
995,0.47336683417085429
996,0.47289156626506024
997,0.47241725175526578
998,0.47194388777555113
999,0.47247247247247248
1000,0.47299999999999998
1001,0.47252747252747251
1002,0.47205588822355288
1003,0.47158524426719839
1004,0.47211155378486058
1005,0.4716417910447761
1006,0.47216699801192841
1007,0.47169811320754718
1008,0.47222222222222221
1009,0.4717542120911794
1010,0.47128712871287126
1011,0.47082096933728979
1012,0.47134387351778656
1013,0.47087857847976305
1014,0.47041420118343197
1015,0.47093596059113302
1016,0.47145669291338582
1017,0.471976401179941
1018,0.4724950884086444
1019,0.4730127576054956
1020,0.47254901960784312
1021,0.47208619000979429
1022,0.4726027397260274
1023,0.4731182795698925
1024,0.47265625
1025,0.47317073170731705
1026,0.47270955165692008
1027,0.47322297955209347
1028,0.47373540856031127
1029,0.47327502429543244
1030,0.47281553398058251
1031,0.47235693501454901
1032,0.47286821705426357
1033,0.47241045498547918
1034,0.47292069632495165
1035,0.47246376811594204
1036,0.47297297297297297
1037,0.47348119575699132
1038,0.47398843930635837
1039,0.47449470644850816
1040,0.47499999999999998
1041,0.47550432276657062
1042,0.4750479846449136
1043,0.47555129434324067
1044,0.47509578544061304
1045,0.47464114832535886
1046,0.4751434034416826
1047,0.47564469914040114
1048,0.47614503816793891
1049,0.47664442326024786
1050,0.47619047619047616
1051,0.47668886774500474
1052,0.47718631178707227
1053,0.47673314339981004
1054,0.47722960151802657
1055,0.47772511848341231
1056,0.47727272727272729
1057,0.47776726584673607
1058,0.47731568998109641
1059,0.47686496694995278
1060,0.47735849056603774
1061,0.47785108388312914
1062,0.47740112994350281
1063,0.47695202257761055
1064,0.47744360902255639
1065,0.47793427230046948
1066,0.47842401500938087
1067,0.47797563261480785
1068,0.47846441947565543
1069,0.47801683816651075
1070,0.47850467289719628
1071,0.47805788982259573
1072,0.47854477611940299
1073,0.47903075489282387
1074,0.47951582867783987
1075,0.47999999999999998
1076,0.4795539033457249
1077,0.48003714020427113
1078,0.48051948051948051
1079,0.48007414272474513
1080,0.48055555555555557
1081,0.48103607770582796
1082,0.48151571164510165
1083,0.48107109879963067
1084,0.48062730627306272
1085,0.48018433179723502
1086,0.47974217311233885
1087,0.47930082796688134
1088,0.4797794117647059
1089,0.47933884297520662
1090,0.47981651376146789
1091,0.47937671860678277
1092,0.47893772893772896
1093,0.47941445562671547
1094,0.4789762340036563
1095,0.47945205479452052
1096,0.47992700729927007
1097,0.48040109389243391
1098,0.47996357012750457
1099,0.48043676069153773
1100,0.4809090909090909
1101,0.48047229791099
1102,0.48003629764065336
1103,0.48050770625566636
1104,0.48007246376811596
1105,0.48054298642533938
1106,0.48101265822784811
1107,0.48148148148148145
1108,0.48104693140794225
1109,0.48151487826871053
1110,0.481981981981982
1111,0.48154815481548152
1112,0.48201438848920863
1113,0.48247978436657685
1114,0.48294434470377018
1115,0.4834080717488789
1116,0.48297491039426521
1117,0.48254252461951658
1118,0.48300536672629696
1119,0.48257372654155495
1120,0.48303571428571429
1121,0.48349687778768957
1122,0.48306595365418897
1123,0.48352626892252892
1124,0.48398576512455516
1125,0.48355555555555557
1126,0.48401420959147423
1127,0.48447204968944102
1128,0.48404255319148937
1129,0.48449955713020371
1130,0.48407079646017698
1131,0.48452696728558797
1132,0.48409893992932862
1133,0.48455428067078554
1134,0.48500881834215165
1135,0.48458149779735682
1136,0.48503521126760563
1137,0.48460861917326298
1138,0.48418277680140598
1139,0.48375768217734855
1140,0.48333333333333334
1141,0.48378615249780893
1142,0.48336252189141854
1143,0.48381452318460194
1144,0.48339160839160839
1145,0.48384279475982533
1146,0.48429319371727747
1147,0.48474280732345248
1148,0.48519163763066203
1149,0.48563968668407309
1150,0.48521739130434782
1151,0.48479582971329277
1152,0.484375
1153,0.48395490026019078
1154,0.48353552859618715
1155,0.48311688311688311
1156,0.48269896193771628
1157,0.48228176318063959
1158,0.48272884283246975
1159,0.48317515099223468
1160,0.48275862068965519
1161,0.48234280792420325
1162,0.48278829604130807
1163,0.48237317282889081
1164,0.48195876288659795
1165,0.48154506437768241
1166,0.48113207547169812
1167,0.48071979434447298
1168,0.4803082191780822
1169,0.48075278015397777
1170,0.48119658119658121
1171,0.48078565328778822
1172,0.4803754266211604
1173,0.48081841432225064
1174,0.48126064735945484
1175,0.48170212765957449
1176,0.48214285714285715
1177,0.48173322005097707
1178,0.48217317487266553
1179,0.48261238337574214
1180,0.48220338983050848
1181,0.48179508890770534
1182,0.4813874788494078
1183,0.48182586644125108
1184,0.48226351351351349
1185,0.48270042194092827
1186,0.48229342327150082
1187,0.48188711036225779
1188,0.48148148148148145
1189,0.48107653490328006
1190,0.48151260504201682
1191,0.48194794290512177
1192,0.48238255033557048
1193,0.48281642917015927
1194,0.48241206030150752
1195,0.48200836820083681
1196,0.48244147157190637
1197,0.4828738512949039
1198,0.48330550918196996
1199,0.48290241868223521
1200,0.48333333333333334
1201,0.48293089092422981
1202,0.48252911813643928
1203,0.48212801330008315
1204,0.48172757475083056
1205,0.48132780082987553
1206,0.48092868988391374
1207,0.48135874067937034
1208,0.48178807947019869
1209,0.4813895781637717
1210,0.48181818181818181
1211,0.48142031379025596
1212,0.48184818481848185
1213,0.48227535037098102
1214,0.48187808896210871
1215,0.48230452674897117
1216,0.48190789473684209
1217,0.48151191454396058
1218,0.48111658456486045
1219,0.48072190319934371
1220,0.48032786885245904
1221,0.47993447993447991
1222,0.47954173486088381
1223,0.47914963205233035
1224,0.47957516339869283
1225,0.47918367346938773
1226,0.47960848287112562
1227,0.47921760391198043
1228,0.47882736156351791
1229,0.47843775427176566
1230,0.4788617886178862
1231,0.47847278635255891
1232,0.47808441558441561
1233,0.47850770478507704
1234,0.47811993517017826
1235,0.47773279352226722
1236,0.4773462783171521
1237,0.47776879547291834
1238,0.47738287560581583
1239,0.47699757869249393
1240,0.47741935483870968
1241,0.47703464947622887
1242,0.47665056360708535
1243,0.4762670957361223
1244,0.47668810289389069
1245,0.47710843373493977
1246,0.4767255216693419
1247,0.47714514835605454
1248,0.47676282051282054
1249,0.47638110488390711
1250,0.4768
1251,0.47641886490807356
1252,0.47603833865814699
1253,0.4764565043894653
1254,0.47687400318979267
1255,0.47729083665338645
1256,0.47691082802547768
1257,0.47732696897374699
1258,0.47774244833068363
1259,0.47815726767275618
1260,0.47857142857142859
1261,0.47819191118160193
1262,0.47781299524564186
1263,0.47822644497228822
1264,0.47863924050632911
1265,0.4790513833992095
1266,0.47946287519747233
1267,0.47908445146014206
1268,0.47870662460567825
1269,0.47832939322301027
1270,0.47795275590551178
